"id","annotator_id","paper_id","section_id","label","is_other_language","is_annotator_confused","created_at"
"3337","68","246979394","42","methods","0","0","2026-03-13 07:33:55"
"3338","68","246979394","43","methods","0","0","2026-03-13 07:33:55"
"3339","68","246979394","44","methods","0","0","2026-03-13 07:33:55"
"3340","68","246979394","45","methods","0","0","2026-03-13 07:33:55"
"3341","68","246979394","46","methods","0","0","2026-03-13 07:33:55"
"3342","68","246979394","47","methods","0","0","2026-03-13 07:33:55"
"3343","68","246979394","48","results","0","0","2026-03-13 07:33:55"
"3344","68","246979394","49","results","0","0","2026-03-13 07:33:55"
"3345","68","246979394","50","results","0","0","2026-03-13 07:33:55"
"3346","68","246979394","51","results","0","0","2026-03-13 07:33:55"
"3347","68","246979394","52","results","0","0","2026-03-13 07:33:55"
"3348","68","246979394","53","results","0","0","2026-03-13 07:33:55"
"3349","68","246979394","54","results","0","0","2026-03-13 07:33:55"
"3350","68","246979394","55","results","0","0","2026-03-13 07:33:55"
"3351","68","246979394","56","discussion","0","0","2026-03-13 07:33:55"
"3352","68","234586248","294","something_else","0","0","2026-03-13 07:33:56"
"3353","68","226275740","557","methods","0","0","2026-03-13 07:33:57"
"3354","68","226275740","558","methods","0","0","2026-03-13 07:33:57"
"3355","68","226275740","559","methods","0","0","2026-03-13 07:33:57"
"3356","68","226275740","560","methods","0","0","2026-03-13 07:33:57"
"3357","68","226275740","561","methods","0","0","2026-03-13 07:33:57"
"3358","68","226275740","562","methods","0","0","2026-03-13 07:33:57"
"3359","68","226275740","563","methods","0","0","2026-03-13 07:33:57"
"3360","68","226275740","564","results","0","0","2026-03-13 07:33:57"
"3388","68","220938449","173","introduction","0","0","2026-03-13 07:35:01"
"3389","68","220938449","174","development","0","0","2026-03-13 07:35:01"
"3390","68","220938449","175","development","0","0","2026-03-13 07:35:01"
"3391","68","220938449","176","development","0","0","2026-03-13 07:35:01"
"3392","68","220938449","177","development","0","0","2026-03-13 07:35:01"
"3393","68","220938449","178","development","0","0","2026-03-13 07:35:01"
"3394","68","220938449","179","development","0","0","2026-03-13 07:35:01"
"3395","68","220938449","180","development","0","0","2026-03-13 07:35:01"
"3396","68","220938449","181","development","0","0","2026-03-13 07:35:01"
"3397","68","220938449","182","development","0","0","2026-03-13 07:35:01"
"3398","68","220938449","183","development","0","0","2026-03-13 07:35:01"
"3399","68","220938449","184","development","0","0","2026-03-13 07:35:01"
"3400","68","220938449","185","development","0","0","2026-03-13 07:35:01"
"3401","68","220938449","186","development","0","0","2026-03-13 07:35:01"
"3402","68","220938449","187","development","0","0","2026-03-13 07:35:01"
"3403","68","220938449","188","development","0","0","2026-03-13 07:35:01"
"3404","68","220938449","189","development","0","0","2026-03-13 07:35:01"
"3405","68","220938449","190","development","0","0","2026-03-13 07:35:01"
"3406","68","220938449","191","development","0","0","2026-03-13 07:35:01"
"3407","68","220938449","192","development","0","0","2026-03-13 07:35:01"
"3408","68","220938449","193","development","0","0","2026-03-13 07:35:01"
"3409","68","220938449","194","development","0","0","2026-03-13 07:35:01"
"3410","68","220938449","195","development","0","0","2026-03-13 07:35:01"
"3411","68","220938449","196","development","0","0","2026-03-13 07:35:01"
"3412","68","220938449","197","development","0","0","2026-03-13 07:35:01"
"3413","68","220938449","198","development","0","0","2026-03-13 07:35:01"
"3414","68","220938449","199","something_else","0","0","2026-03-13 07:35:01"
"3415","68","8979833","845","lit_review","0","0","2026-03-13 07:35:30"
"3416","68","8979833","846","lit_review","0","0","2026-03-13 07:35:30"
"3417","68","8979833","847","lit_review","0","0","2026-03-13 07:35:30"
"3418","68","8979833","848","lit_review","0","0","2026-03-13 07:35:30"
"3419","68","8979833","849","lit_review","0","0","2026-03-13 07:35:30"
"3420","69","11809862","147","introduction","0","0","2026-03-20 09:31:03"
"3421","69","11809862","148","introduction","0","0","2026-03-20 09:31:03"
"3422","69","11809862","149","introduction","0","0","2026-03-20 09:31:03"
"3423","69","11809862","150","introduction","0","0","2026-03-20 09:31:03"
"3424","69","11809862","151","introduction","0","0","2026-03-20 09:31:03"
"3425","69","11809862","152","introduction","0","0","2026-03-20 09:31:03"
"3426","69","11809862","153","introduction","0","0","2026-03-20 09:31:03"
"3427","69","11809862","154","introduction","0","0","2026-03-20 09:31:03"
"3428","69","11809862","155","introduction","0","0","2026-03-20 09:31:03"
"3429","69","11809862","156","introduction","0","0","2026-03-20 09:31:03"
"3430","69","11809862","157","introduction","0","0","2026-03-20 09:31:03"
"3431","69","11809862","158","lit_review","0","0","2026-03-20 09:31:03"
"3432","69","11809862","159","lit_review","0","0","2026-03-20 09:31:03"
"3433","70","15301386","857","lit_review","0","0","2026-03-20 09:41:19"
"3434","70","52464933","951","discussion","0","0","2026-03-20 09:49:07"
"3435","70","52464933","952","discussion","0","0","2026-03-20 09:49:07"
"3436","70","52464933","953","discussion","0","0","2026-03-20 09:49:07"
"3437","70","52464933","954","discussion","0","0","2026-03-20 09:49:07"
"3441","71","119504205","713","introduction","0","0","2026-03-20 09:50:29"
"3442","71","119504205","714","results","0","0","2026-03-20 09:50:29"
"3443","71","119504205","715","conclusion","0","0","2026-03-20 09:50:29"
"3444","70","28742814","272","methods","0","0","2026-03-20 09:54:11"
"3445","70","28742814","273","methods","0","0","2026-03-20 09:54:11"
"3446","70","28742814","274","methods","0","0","2026-03-20 09:54:11"
"3447","70","28742814","275","methods","0","0","2026-03-20 09:54:11"
"3448","70","28742814","276","methods","0","0","2026-03-20 09:54:11"
"3449","70","28742814","277","methods","0","0","2026-03-20 09:54:11"
"3450","70","28742814","278","methods","0","0","2026-03-20 09:54:11"
"3451","70","28742814","279","methods","0","0","2026-03-20 09:54:11"
"3452","70","28742814","280","methods","0","0","2026-03-20 09:54:11"
"3453","70","28742814","281","methods","0","0","2026-03-20 09:54:11"
"3454","70","28742814","282","methods","0","0","2026-03-20 09:54:11"
"3455","70","28742814","283","ambiguous","0","0","2026-03-20 09:54:11"
"3456","70","28742814","284","results","0","0","2026-03-20 09:54:11"
"3457","70","28742814","285","results","0","0","2026-03-20 09:54:11"
"3458","70","28742814","286","results","0","0","2026-03-20 09:54:11"
"3459","70","28742814","287","results","0","0","2026-03-20 09:54:11"
"3460","70","28742814","288","results","0","0","2026-03-20 09:54:11"
"3461","70","28742814","289","results","0","0","2026-03-20 09:54:11"
"3462","70","28742814","290","results","0","0","2026-03-20 09:54:11"
"3463","70","28742814","291","discussion","0","0","2026-03-20 09:54:11"
"3464","70","276810708","757","results","0","0","2026-03-20 09:56:21"
"3465","70","276810708","758","results","0","0","2026-03-20 09:56:21"
"3466","70","276810708","759","results","0","0","2026-03-20 09:56:21"
"3467","70","276810708","760","discussion","0","0","2026-03-20 09:56:21"
"3468","70","276810708","761","methods","0","0","2026-03-20 09:56:21"
"3469","70","276810708","762","methods","0","0","2026-03-20 09:56:21"
"3470","70","276810708","763","methods","0","0","2026-03-20 09:56:21"
"3471","70","276810708","764","methods","0","0","2026-03-20 09:56:21"
"3472","70","276810708","765","methods","0","0","2026-03-20 09:56:22"
"3473","70","276810708","766","methods","0","0","2026-03-20 09:56:22"
"3474","70","276810708","767","methods","0","0","2026-03-20 09:56:22"
"3475","70","276810708","768","methods","0","0","2026-03-20 09:56:22"
"3476","71","56467771","73","introduction","0","0","2026-03-20 09:57:09"
"3477","71","56467771","74","ambiguous","0","0","2026-03-20 09:57:09"
"3478","71","56467771","75","lit_review","0","0","2026-03-20 09:57:09"
"3479","71","56467771","76","methods","0","0","2026-03-20 09:57:09"
"3480","71","56467771","77","methods","0","0","2026-03-20 09:57:09"
"3481","71","56467771","78","ambiguous","0","0","2026-03-20 09:57:09"
"3482","71","56467771","79","ambiguous","0","0","2026-03-20 09:57:09"
"3483","71","56467771","80","ambiguous","0","0","2026-03-20 09:57:09"
"3484","71","56467771","81","ambiguous","0","0","2026-03-20 09:57:09"
"3485","71","56467771","82","ambiguous","0","0","2026-03-20 09:57:09"
"3486","71","56467771","83","ambiguous","0","0","2026-03-20 09:57:09"
"3487","71","56467771","84","ambiguous","0","0","2026-03-20 09:57:09"
"3488","71","56467771","85","discussion","0","0","2026-03-20 09:57:09"
"3489","71","56467771","86","ambiguous","0","0","2026-03-20 09:57:09"
"3490","71","56467771","87","discussion","0","0","2026-03-20 09:57:09"
"3491","71","56467771","88","ambiguous","0","0","2026-03-20 09:57:09"
"3492","71","56467771","89","discussion","0","0","2026-03-20 09:57:09"
"3493","71","56467771","90","methods","0","0","2026-03-20 09:57:09"
"3494","71","56467771","91","something_else","0","0","2026-03-20 09:57:09"
"3495","71","56467771","92","lit_review","0","0","2026-03-20 09:57:09"
"3496","71","56467771","93","something_else","0","0","2026-03-20 09:57:09"
"3497","71","56467771","94","methods","0","0","2026-03-20 09:57:09"
"3498","71","56467771","95","discussion","0","0","2026-03-20 09:57:09"
"3499","71","56467771","96","something_else","0","0","2026-03-20 09:57:09"
"3500","71","56467771","97","discussion","0","0","2026-03-20 09:57:09"
"3501","71","56467771","98","discussion","0","0","2026-03-20 09:57:09"
"3502","71","56467771","99","something_else","0","0","2026-03-20 09:57:09"
"3503","71","56467771","100","discussion","0","0","2026-03-20 09:57:09"
"3504","71","56467771","101","discussion","0","0","2026-03-20 09:57:09"
"3505","71","56467771","102","something_else","0","0","2026-03-20 09:57:09"
"3506","71","56467771","103","methods","0","0","2026-03-20 09:57:09"
"3507","71","56467771","104","discussion","0","0","2026-03-20 09:57:09"
"3508","71","56467771","105","discussion","0","0","2026-03-20 09:57:09"
"3509","71","56467771","106","something_else","0","0","2026-03-20 09:57:09"
"3510","71","56467771","107","ambiguous","0","0","2026-03-20 09:57:09"
"3511","71","56467771","108","results","0","0","2026-03-20 09:57:09"
"3512","71","56467771","109","conclusion","0","0","2026-03-20 09:57:09"
"3513","71","56467771","110","something_else","0","0","2026-03-20 09:57:09"
"3514","71","56467771","111","ambiguous","0","0","2026-03-20 09:57:09"
"3515","71","272620689","537","introduction","0","0","2026-03-20 09:57:57"
"3516","71","272620689","538","lit_review","0","0","2026-03-20 09:57:57"
"3517","71","272620689","539","lit_review","0","0","2026-03-20 09:57:57"
"3518","71","272620689","540","lit_review","0","0","2026-03-20 09:57:57"
"3519","71","272620689","541","lit_review","0","0","2026-03-20 09:57:57"
"3520","71","272620689","542","lit_review","0","0","2026-03-20 09:57:57"
"3521","71","272620689","543","lit_review","0","0","2026-03-20 09:57:57"
"3522","71","272620689","544","lit_review","0","0","2026-03-20 09:57:57"
"3523","71","272620689","545","conclusion","0","0","2026-03-20 09:57:57"
"3536","80","209376346","411","introduction","0","0","2026-03-20 10:01:10"
"3537","80","209376346","412","discussion","0","0","2026-03-20 10:01:10"
"3538","70","256251202","250","results","0","0","2026-03-20 10:01:43"
"3539","70","256251202","251","results","0","0","2026-03-20 10:01:43"
"3540","70","256251202","252","results","0","0","2026-03-20 10:01:43"
"3541","70","256251202","253","results","0","0","2026-03-20 10:01:43"
"3542","70","256251202","254","results","0","0","2026-03-20 10:01:43"
"3543","70","256251202","255","results","0","0","2026-03-20 10:01:43"
"3544","70","256251202","256","results","0","0","2026-03-20 10:01:43"
"3545","70","256251202","257","results","0","0","2026-03-20 10:01:43"
"3546","70","256251202","258","results","0","0","2026-03-20 10:01:43"
"3547","70","255717480","226","introduction","0","0","2026-03-20 10:02:55"
"3548","70","255717480","227","methods","0","0","2026-03-20 10:02:55"
"3549","70","255717480","228","methods","0","0","2026-03-20 10:02:55"
"3550","70","255717480","229","results","0","0","2026-03-20 10:02:55"
"3551","70","255717480","230","discussion","0","0","2026-03-20 10:02:55"
"3552","70","255717480","231","discussion","0","0","2026-03-20 10:02:55"
"3553","70","255717480","232","ambiguous","0","0","2026-03-20 10:02:55"
"3554","70","255717480","233","discussion","0","0","2026-03-20 10:02:55"
"3555","70","255717480","234","conclusion","0","0","2026-03-20 10:02:55"
"3570","70","230590244","634","introduction","0","0","2026-03-20 10:03:26"
"3571","70","230590244","635","methods","0","0","2026-03-20 10:03:26"
"3572","70","230590244","636","methods","0","0","2026-03-20 10:03:26"
"3573","80","6948691","1200","introduction","0","0","2026-03-20 10:06:12"
"3574","80","6948691","1201","methods","0","0","2026-03-20 10:06:12"
"3575","80","6948691","1202","development","0","0","2026-03-20 10:06:12"
"3576","80","6948691","1203","development","0","0","2026-03-20 10:06:12"
"3577","80","6948691","1204","development","0","0","2026-03-20 10:06:12"
"3578","80","6948691","1205","methods","0","0","2026-03-20 10:06:12"
"3579","80","6948691","1206","methods","0","0","2026-03-20 10:06:12"
"3580","80","6948691","1207","results","0","0","2026-03-20 10:06:12"
"3581","80","6948691","1208","discussion","0","0","2026-03-20 10:06:12"
"3582","80","6948691","1209","methods","0","0","2026-03-20 10:06:12"
"3583","80","6948691","1210","results","0","0","2026-03-20 10:06:12"
"3584","80","6948691","1211","discussion","0","0","2026-03-20 10:06:12"
"3585","80","6948691","1212","conclusion","0","0","2026-03-20 10:06:12"
"3586","70","229033324","431","introduction","0","0","2026-03-20 10:06:16"
"3587","70","229033324","432","introduction","0","0","2026-03-20 10:06:16"
"3588","70","229033324","433","development","0","0","2026-03-20 10:06:16"
"3589","70","229033324","434","development","0","0","2026-03-20 10:06:16"
"3590","70","229033324","435","development","0","0","2026-03-20 10:06:16"
"3591","70","229033324","436","development","0","0","2026-03-20 10:06:16"
"3592","70","229033324","437","development","0","0","2026-03-20 10:06:16"
"3593","70","229033324","438","methods","0","0","2026-03-20 10:06:16"
"3594","70","229033324","439","methods","0","0","2026-03-20 10:06:16"
"3595","70","229033324","440","conclusion","0","0","2026-03-20 10:06:16"
"3603","74","10817080","850","introduction","0","0","2026-03-20 10:07:00"
"3604","74","10817080","851","methods","0","0","2026-03-20 10:07:00"
"3605","74","10817080","852","methods","0","0","2026-03-20 10:07:00"
"3606","74","10817080","853","methods","0","0","2026-03-20 10:07:00"
"3607","74","10817080","854","results","0","0","2026-03-20 10:07:00"
"3608","74","10817080","855","discussion","0","0","2026-03-20 10:07:00"
"3609","74","10817080","856","conclusion","0","0","2026-03-20 10:07:00"
"3610","70","219777481","884","introduction","0","0","2026-03-20 10:08:10"
"3611","70","219777481","885","ambiguous","0","0","2026-03-20 10:08:10"
"3612","70","219777481","886","methods","0","0","2026-03-20 10:08:10"
"3613","70","219777481","887","methods","0","0","2026-03-20 10:08:10"
"3614","70","219777481","888","methods","0","0","2026-03-20 10:08:10"
"3615","70","219777481","889","methods","0","0","2026-03-20 10:08:10"
"3616","70","219777481","890","methods","0","0","2026-03-20 10:08:10"
"3617","70","219777481","891","methods","0","0","2026-03-20 10:08:10"
"3618","70","219777481","892","methods","0","0","2026-03-20 10:08:10"
"3619","70","219777481","893","methods","0","0","2026-03-20 10:08:10"
"3620","70","219777481","894","discussion","0","0","2026-03-20 10:08:10"
"3621","70","219777481","895","discussion","0","0","2026-03-20 10:08:10"
"3622","70","219777481","896","ambiguous","0","0","2026-03-20 10:08:10"
"3623","70","219777481","897","conclusion","0","0","2026-03-20 10:08:10"
"3624","70","219777481","898","conclusion","0","0","2026-03-20 10:08:10"
"3625","70","6948691","1200","introduction","0","0","2026-03-20 10:10:48"
"3626","70","6948691","1201","methods","0","0","2026-03-20 10:10:48"
"3627","70","6948691","1202","methods","0","0","2026-03-20 10:10:48"
"3628","70","6948691","1203","methods","0","0","2026-03-20 10:10:48"
"3629","70","6948691","1204","methods","0","0","2026-03-20 10:10:48"
"3630","70","6948691","1205","methods","0","0","2026-03-20 10:10:48"
"3631","70","6948691","1206","methods","0","0","2026-03-20 10:10:48"
"3632","70","6948691","1207","results","0","0","2026-03-20 10:10:48"
"3633","70","6948691","1208","discussion","0","0","2026-03-20 10:10:48"
"3634","70","6948691","1209","discussion","0","0","2026-03-20 10:10:48"
"3635","70","6948691","1210","discussion","0","0","2026-03-20 10:10:48"
"3636","70","6948691","1211","discussion","0","0","2026-03-20 10:10:48"
"3637","70","6948691","1212","discussion","0","0","2026-03-20 10:10:48"
"3673","74","26480723","858","methods","0","0","2026-03-20 10:12:03"
"3674","74","26480723","859","results","0","0","2026-03-20 10:12:03"
"3675","74","26480723","860","results","0","0","2026-03-20 10:12:03"
"3676","74","26480723","861","results","0","0","2026-03-20 10:12:03"
"3677","74","26480723","862","results","0","0","2026-03-20 10:12:03"
"3678","74","26480723","863","discussion","0","0","2026-03-20 10:12:03"
"3679","74","26480723","864","results","0","0","2026-03-20 10:12:03"
"3680","76","225777486","1042","introduction","0","0","2026-03-20 10:13:37"
"3681","76","225777486","1043","methods","0","0","2026-03-20 10:13:37"
"3682","76","225777486","1044","discussion","0","0","2026-03-20 10:13:37"
"3683","76","225777486","1045","something_else","0","0","2026-03-20 10:13:37"
"3684","76","225777486","1046","conclusion","0","0","2026-03-20 10:13:37"
"3685","80","56467771","73","introduction","0","0","2026-03-20 10:14:14"
"3686","80","56467771","74","ambiguous","0","0","2026-03-20 10:14:14"
